startdate,enddate,status,ipaddress,progress,duration_in_seconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,consent,q26_browser,q26_version,q26_operating_system,q26_resolution,qid54_first_click,qid54_last_click,qid54_page_submit,qid54_click_count,real_imaginary,initials_box,describe,feelings_youalone,feelings_bothyoufirst,feelings_themalone,feelings_boththemfirst,feelings_neither,feelings_youaloneforgiven,feelings_do_1,feelings_do_2,feelings_do_3,feelings_do_4,feelings_do_5,feelings_do_6,feelings_exp,outcome_binary1,outcome_binary1_do_1,outcome_binary1_do_2,outcome_binary2,outcome_binary2_do_1,outcome_binary2_do_2,blame_1,attention_1,attention_1_text,attention_2,attention_2_text,attention_3,attention_3_text,target_sex,target_sex_3_text,sex,sex_3_text,age,comments,maincontrol,passedattn,lottery_draw,winner,initials,respondent_id,duration_sec,passedattn_raw,attention_text_raw,attention_text_std,attention_pass_rebuilt,attention_pass_supplied,attention_match,attention_pass,flag_unfinished,flag_attention_fail,flag_missing_main,flag_age_implausible,flag_clickthrough_comment,include_primary,include_strict,self_blame_c,mutual_order_pref,mutual_avg,unilateral_avg,scenario_type,real_conflict,binary1_choice,binary2_choice
2021-01-27T12:12:57Z,2021-01-27T12:15:15Z,IP Address,68.4.45.9,29,138,FALSE,2021-01-29T10:27:34Z,R_wLcTjRV35PE42aZ,NA,NA,NA,NA,NA,NA,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,47.892,47.892,49.786,1,I am imagining myself in a fictional situation where this is true (I can't think of one from my own life),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,showConsentOn showAttnOn,no,24,0,NA,R_wLcTjRV35PE42aZ,138,no,NA,NA,NA,FALSE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,imagined,0,NA,NA
2021-01-27T12:12:44Z,2021-01-27T12:13:25Z,IP Address,207.181.203.133,29,41,FALSE,2021-01-29T10:27:34Z,R_1kMop5RP7hFyX6u,NA,NA,NA,NA,NA,NA,anonymous,EN,AGREE,Edge,88.0.705.50,Windows NT 10.0,1536x864,14.727,14.727,17.138,1,I am imagining myself in a fictional situation where this is true (I can't think of one from my own life),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,showConsentOn showAttnOn,no,34,0,NA,R_1kMop5RP7hFyX6u,41,no,NA,NA,NA,FALSE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,imagined,0,NA,NA
2021-01-27T12:13:00Z,2021-01-27T12:13:41Z,IP Address,128.135.98.219,14,40,FALSE,2021-01-29T10:27:36Z,R_2YgIoeDZxGZohPy,NA,NA,NA,NA,NA,NA,anonymous,EN,AGREE,Edge,88.0.705.50,Windows NT 10.0,1368x912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,showConsentOn showAttnOn,no,7,0,NA,R_2YgIoeDZxGZohPy,40,no,NA,NA,NA,FALSE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-27T12:12:47Z,2021-01-27T12:17:31Z,IP Address,50.237.5.2,29,283,FALSE,2021-01-29T10:27:36Z,R_SDdj6jWS60sSIpz,NA,NA,NA,NA,NA,NA,anonymous,EN,AGREE,Edge,88.0.705.50,Windows NT 10.0,1600x900,41.819,41.819,42.979,1,I have thought of a real argument/conflict from my life where this is true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,showConsentOn showAttnOn,no,37,0,NA,R_SDdj6jWS60sSIpz,283,no,NA,NA,NA,FALSE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,real,1,NA,NA
2021-01-27T12:13:42Z,2021-01-27T12:15:49Z,IP Address,162.83.217.143,29,126,FALSE,2021-01-29T10:27:36Z,R_2AGPmUVO4VuUVRX,NA,NA,NA,NA,NA,NA,anonymous,EN,AGREE,Safari,14.0.2,Macintosh,1440x900,29.801,29.801,30.662,1,I am imagining myself in a fictional situation where this is true (I can't think of one from my own life),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,showConsentOn showAttnOn,no,29,0,NA,R_2AGPmUVO4VuUVRX,126,no,NA,NA,NA,FALSE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,imagined,0,NA,NA
2021-01-27T12:12:37Z,2021-01-27T12:13:20Z,IP Address,24.1.145.163,29,43,FALSE,2021-01-29T10:27:36Z,R_d10TsWaHOMhhFlL,NA,NA,NA,NA,NA,NA,anonymous,EN,AGREE,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,16.623,16.623,28.725,1,I have thought of a real argument/conflict from my life where this is true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,showConsentOn showAttnOn,no,22,0,NA,R_d10TsWaHOMhhFlL,43,no,NA,NA,NA,FALSE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,real,1,NA,NA
2021-01-27T12:13:47Z,2021-01-28T11:42:17Z,IP Address,142.147.58.81,14,84509,FALSE,2021-01-29T10:27:36Z,R_3PSiUjIKioOk3tB,NA,NA,NA,NA,NA,NA,anonymous,EN,AGREE,Chrome,87.0.4280.141,Macintosh,1280x800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,showConsentOn showAttnOn,no,47,0,NA,R_3PSiUjIKioOk3tB,84509,no,NA,NA,NA,FALSE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-27T12:12:46Z,2021-01-27T12:26:49Z,IP Address,128.135.98.53,14,843,FALSE,2021-01-29T10:27:36Z,R_2xK0t9nWwaJEZZc,NA,NA,NA,NA,NA,NA,anonymous,EN,AGREE,Chrome,87.0.4280.88,Macintosh,1440x900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,showConsentOn showAttnOn,no,4,0,NA,R_2xK0t9nWwaJEZZc,843,no,NA,NA,NA,FALSE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-27T12:12:50Z,2021-01-27T12:19:17Z,IP Address,205.208.121.88,62,386,FALSE,2021-01-29T10:27:36Z,R_1pRoB3KkAH3DjCD,NA,NA,NA,NA,NA,NA,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1280x720,12.678,35.149,36.62,2,I have thought of a real argument/conflict from my life where this is true,STX,Work colleagues are experiencing different priorities as a deadline approaches.,-20,20,-10,20,-10,-5,1,5,2,4,3,6,NA,"I apologize first, then ${e://Field/initials} apologizes.",2,1,"I apologize first, but ${e://Field/initials} does not apologize after that.",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,showConsentOn showAttnOn,no,41,0,STX,R_1pRoB3KkAH3DjCD,386,no,NA,NA,NA,FALSE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,0,20,-15,real,1,self_first_mutual,self_only
2021-01-27T12:13:22Z,2021-01-27T12:13:32Z,IP Address,73.36.172.122,14,10,FALSE,2021-01-29T10:27:36Z,R_sSjvgv4LJAETVPH,NA,NA,NA,NA,NA,NA,anonymous,EN,AGREE,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,showConsentOn showAttnOn,no,10,0,NA,R_sSjvgv4LJAETVPH,10,no,NA,NA,NA,FALSE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-27T12:13:35Z,2021-01-27T12:15:36Z,IP Address,12.154.222.62,29,120,FALSE,2021-01-29T10:27:37Z,R_2V1Pc7kT2TBEzJ9,NA,NA,NA,NA,NA,NA,anonymous,EN,AGREE,Firefox,84,Windows NT 10.0,1920x1080,73.365,73.365,75.061,1,I have thought of a real argument/conflict from my life where this is true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,showConsentOn showAttnOn,no,16,0,NA,R_2V1Pc7kT2TBEzJ9,120,no,NA,NA,NA,FALSE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,real,1,NA,NA
2021-01-27T12:31:17Z,2021-01-27T12:31:39Z,IP Address,98.227.157.21,14,22,FALSE,2021-01-29T10:27:37Z,R_3dFdSBxKAJ9AtWN,NA,NA,NA,NA,NA,NA,anonymous,EN,AGREE,Chrome,88.0.4324.93,Android 8.1.0,424x753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,showConsentOn showAttnOn,no,3,0,NA,R_3dFdSBxKAJ9AtWN,22,no,NA,NA,NA,FALSE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
